2025-09-11 16:52:36,949 -                train: [    INFO] - Training with a single process on 1 GPUs.
2025-09-11 16:52:37,306 -  timm.models.helpers: [    INFO] - Loaded  from checkpoint '/nfs4/wangyb/projects/OFAKD/teacher_checkpoint/swin_tiny_patch4_window7_224_cifar100.pth'
2025-09-11 16:52:37,313 -                train: [    INFO] - Model mobilenetv2_vcaV2 created, param count:4592484
2025-09-11 16:52:37,313 -     timm.data.config: [    INFO] - Data processing configuration for current model + dataset:
2025-09-11 16:52:37,314 -     timm.data.config: [    INFO] - 	input_size: (3, 224, 224)
2025-09-11 16:52:37,314 -     timm.data.config: [    INFO] - 	interpolation: bicubic
2025-09-11 16:52:37,314 -     timm.data.config: [    INFO] - 	mean: (0.485, 0.456, 0.406)
2025-09-11 16:52:37,314 -     timm.data.config: [    INFO] - 	std: (0.229, 0.224, 0.225)
2025-09-11 16:52:37,315 -     timm.data.config: [    INFO] - 	crop_pct: 0.875
2025-09-11 16:52:38,122 -                train: [    INFO] - 
-------------------------------
Learnable parameters
Student: 4.59M
Extra: 0.00M
-------------------------------
2025-09-11 16:52:38,283 -                train: [    INFO] - AMP not enabled. Training in float32.
2025-09-11 16:52:38,283 -                train: [    INFO] - Scheduled epochs: 240
2025-09-11 16:52:41,800 -                train: [    INFO] - Train: 0 [   0/195 (  0%)]  Loss: 61.05 (61.1)  Loss_cat: 6.329 (6.33)  Loss_feat: 50.11 (50.1)  Loss_gt: 4.616 (4.62) LR: 1.000e-04
2025-09-11 16:54:04,181 -                train: [    INFO] - Train: 0 [ 194/195 (100%)]  Loss: 57.25 (58.7)  Loss_cat: 4.495 (4.85)  Loss_feat: 48.15 (49.3)  Loss_gt: 4.607 (4.61) LR: 1.000e-04
2025-09-11 16:54:04,888 -                train: [    INFO] - Test: [   0/39]  Time: 0.694 (0.694)  Loss:  4.6004 (4.6004)  Acc@1:  2.3438 ( 2.3438)  Acc@5:  8.5938 ( 8.5938)
2025-09-11 16:54:07,610 -                train: [    INFO] - Test: [  39/39]  Time: 0.113 (0.085)  Loss:  4.5821 (4.6172)  Acc@1:  6.2500 ( 1.6500)  Acc@5:  6.2500 ( 7.8500)
2025-09-11 16:54:07,816 - timm.utils.checkpoint_saver: [    INFO] - Current checkpoints:
 ('./output/train/20250911-165238-mobilenetv2_vcaV2-224/checkpoint/checkpoint-0.pth.tar', 1.65)

2025-09-11 16:54:08,721 -                train: [    INFO] - Train: 1 [   0/195 (  0%)]  Loss: 57.17 (57.2)  Loss_cat: 4.457 (4.46)  Loss_feat: 48.08 (48.1)  Loss_gt: 4.629 (4.63) LR: 1.673e-02
