2025-09-13 07:36:26,357 -                train: [    INFO] - Training with a single process on 1 GPUs.
2025-09-13 07:36:28,582 -  timm.models.helpers: [    INFO] - Loaded  from checkpoint '/nfs4/wangyb/projects/OFAKD/teacher_checkpoint/swin_tiny_patch4_window7_224_cifar100.pth'
2025-09-13 07:36:28,605 -                train: [    INFO] - Model resnet18_vcaV2 created, param count:13011340
2025-09-13 07:36:28,606 -     timm.data.config: [    INFO] - Data processing configuration for current model + dataset:
2025-09-13 07:36:28,606 -     timm.data.config: [    INFO] - 	input_size: (3, 224, 224)
2025-09-13 07:36:28,606 -     timm.data.config: [    INFO] - 	interpolation: bicubic
2025-09-13 07:36:28,606 -     timm.data.config: [    INFO] - 	mean: (0.485, 0.456, 0.406)
2025-09-13 07:36:28,606 -     timm.data.config: [    INFO] - 	std: (0.229, 0.224, 0.225)
2025-09-13 07:36:28,606 -     timm.data.config: [    INFO] - 	crop_pct: 0.875
2025-09-13 07:36:31,828 -                train: [    INFO] - 
-------------------------------
Learnable parameters
Student: 13.01M
Extra: 0.00M
-------------------------------
2025-09-13 07:36:31,962 -                train: [    INFO] - AMP not enabled. Training in float32.
2025-09-13 07:36:31,962 -                train: [    INFO] - Scheduled epochs: 300
2025-09-13 07:36:35,296 -                train: [    INFO] - Train: 0 [   0/390 (  0%)]  Loss: 60.81 (60.8)  Loss_cat: 6.016 (6.02)  Loss_feat: 50.18 (50.2)  Loss_gt: 4.609 (4.61) LR: 1.000e-04
2025-09-13 07:37:10,620 -                train: [    INFO] - Train: 0 [ 200/390 ( 51%)]  Loss: 57.80 (59.1)  Loss_cat: 4.542 (4.97)  Loss_feat: 48.68 (49.5)  Loss_gt: 4.569 (4.60) LR: 1.000e-04
2025-09-13 07:37:44,293 -                train: [    INFO] - Train: 0 [ 389/390 (100%)]  Loss: 54.21 (57.5)  Loss_cat: 4.328 (4.68)  Loss_feat: 45.35 (48.3)  Loss_gt: 4.527 (4.58) LR: 1.000e-04
2025-09-13 07:37:44,777 -                train: [    INFO] - Test: [   0/78]  Time: 0.473 (0.473)  Loss:  4.5340 (4.5340)  Acc@1:  4.6875 ( 4.6875)  Acc@5: 10.9375 (10.9375)
2025-09-13 07:37:49,060 -                train: [    INFO] - Test: [  78/78]  Time: 1.507 (0.060)  Loss:  4.5523 (4.5244)  Acc@1:  0.0000 ( 2.6100)  Acc@5:  6.2500 (10.9400)
2025-09-13 07:37:49,366 - timm.utils.checkpoint_saver: [    INFO] - Current checkpoints:
 ('./output/train/20250913-073631-resnet18_vcaV2-224/checkpoint/checkpoint-0.pth.tar', 2.61)

2025-09-13 07:37:49,721 -                train: [    INFO] - Train: 1 [   0/390 (  0%)]  Loss: 54.04 (54.0)  Loss_cat: 4.229 (4.23)  Loss_feat: 45.27 (45.3)  Loss_gt: 4.535 (4.53) LR: 1.007e-02
2025-09-13 07:38:25,131 -                train: [    INFO] - Train: 1 [ 200/390 ( 51%)]  Loss: 46.86 (48.1)  Loss_cat: 3.457 (3.63)  Loss_feat: 39.20 (40.1)  Loss_gt: 4.204 (4.33) LR: 1.007e-02
2025-09-13 07:38:58,730 -                train: [    INFO] - Train: 1 [ 389/390 (100%)]  Loss: 45.48 (46.8)  Loss_cat: 3.216 (3.41)  Loss_feat: 38.17 (39.2)  Loss_gt: 4.088 (4.20) LR: 1.007e-02
2025-09-13 07:38:58,963 -                train: [    INFO] - Test: [   0/78]  Time: 0.224 (0.224)  Loss:  3.7370 (3.7370)  Acc@1: 13.2812 (13.2812)  Acc@5: 35.9375 (35.9375)
2025-09-13 07:39:01,568 -                train: [    INFO] - Test: [  78/78]  Time: 0.011 (0.036)  Loss:  3.5905 (3.8521)  Acc@1: 12.5000 (13.8400)  Acc@5: 31.2500 (39.2300)
2025-09-13 07:39:01,845 - timm.utils.checkpoint_saver: [    INFO] - Current checkpoints:
 ('./output/train/20250913-073631-resnet18_vcaV2-224/checkpoint/checkpoint-1.pth.tar', 13.84)
 ('./output/train/20250913-073631-resnet18_vcaV2-224/checkpoint/checkpoint-0.pth.tar', 2.61)

2025-09-13 07:39:02,196 -                train: [    INFO] - Train: 2 [   0/390 (  0%)]  Loss: 44.45 (44.4)  Loss_cat: 2.938 (2.94)  Loss_feat: 37.51 (37.5)  Loss_gt: 3.998 (4.00) LR: 2.003e-02
2025-09-13 07:39:37,583 -                train: [    INFO] - Train: 2 [ 200/390 ( 51%)]  Loss: 42.78 (43.7)  Loss_cat: 2.760 (2.87)  Loss_feat: 36.30 (37.0)  Loss_gt: 3.716 (3.83) LR: 2.003e-02
2025-09-13 07:40:11,073 -                train: [    INFO] - Train: 2 [ 389/390 (100%)]  Loss: 40.64 (42.7)  Loss_cat: 2.402 (2.70)  Loss_feat: 34.88 (36.3)  Loss_gt: 3.359 (3.69) LR: 2.003e-02
2025-09-13 07:40:11,281 -                train: [    INFO] - Test: [   0/78]  Time: 0.199 (0.199)  Loss:  2.8287 (2.8287)  Acc@1: 32.8125 (32.8125)  Acc@5: 57.8125 (57.8125)
