2025-09-13 15:25:27,831 -                train: [    INFO] - Training with a single process on 1 GPUs.
2025-09-13 15:25:29,966 -  timm.models.helpers: [    INFO] - Loaded  from checkpoint '/nfs4/wangyb/projects/OFAKD/teacher_checkpoint/swin_tiny_patch4_window7_224_cifar100.pth'
2025-09-13 15:25:30,407 -                train: [    INFO] - Model resnet18_vcaV2 created, param count:13011340
2025-09-13 15:25:30,407 -     timm.data.config: [    INFO] - Data processing configuration for current model + dataset:
2025-09-13 15:25:30,407 -     timm.data.config: [    INFO] - 	input_size: (3, 224, 224)
2025-09-13 15:25:30,415 -     timm.data.config: [    INFO] - 	interpolation: bicubic
2025-09-13 15:25:30,417 -     timm.data.config: [    INFO] - 	mean: (0.485, 0.456, 0.406)
2025-09-13 15:25:30,417 -     timm.data.config: [    INFO] - 	std: (0.229, 0.224, 0.225)
2025-09-13 15:25:30,418 -     timm.data.config: [    INFO] - 	crop_pct: 0.875
2025-09-13 15:25:33,209 -                train: [    INFO] - 
-------------------------------
Learnable parameters
Student: 13.01M
Extra: 0.00M
-------------------------------
2025-09-13 15:25:33,358 -                train: [    INFO] - AMP not enabled. Training in float32.
2025-09-13 15:25:33,358 -                train: [    INFO] - Scheduled epochs: 300
2025-09-13 15:25:36,745 -                train: [    INFO] - Train: 0 [   0/390 (  0%)]  Loss: 60.65 (60.7)  Loss_cat: 6.015 (6.02)  Loss_feat: 50.03 (50.0)  Loss_gt: 4.610 (4.61) LR: 1.000e-04
2025-09-13 15:26:12,147 -                train: [    INFO] - Train: 0 [ 200/390 ( 51%)]  Loss: 55.99 (58.4)  Loss_cat: 4.621 (5.01)  Loss_feat: 46.73 (48.8)  Loss_gt: 4.633 (4.61) LR: 1.000e-04
2025-09-13 15:26:45,630 -                train: [    INFO] - Train: 0 [ 389/390 (100%)]  Loss: 51.06 (55.8)  Loss_cat: 4.371 (4.72)  Loss_feat: 42.13 (46.5)  Loss_gt: 4.565 (4.60) LR: 1.000e-04
2025-09-13 15:26:46,085 -                train: [    INFO] - Test: [   0/78]  Time: 0.446 (0.446)  Loss:  4.5424 (4.5424)  Acc@1:  3.1250 ( 3.1250)  Acc@5: 12.5000 (12.5000)
2025-09-13 15:26:49,953 -                train: [    INFO] - Test: [  78/78]  Time: 1.423 (0.055)  Loss:  4.5706 (4.5607)  Acc@1:  0.0000 ( 2.1900)  Acc@5:  6.2500 ( 9.4300)
2025-09-13 15:26:50,193 - timm.utils.checkpoint_saver: [    INFO] - Current checkpoints:
 ('./output/train/20250913-152533-resnet18_vcaV2-224/checkpoint/checkpoint-0.pth.tar', 2.19)

