2025-09-11 04:16:22,232 -                train: [    INFO] - Training with a single process on 1 GPUs.
2025-09-11 04:16:26,450 -  timm.models.helpers: [    INFO] - Loaded  from checkpoint '/nfs4/wangyb/projects/OFAKD/teacher_checkpoint/swin_tiny_patch4_window7_224_cifar100.pth'
2025-09-11 04:16:26,850 -                train: [    INFO] - Model mobilenetv2_vcaV2 created, param count:4592484
2025-09-11 04:16:26,850 -     timm.data.config: [    INFO] - Data processing configuration for current model + dataset:
2025-09-11 04:16:26,850 -     timm.data.config: [    INFO] - 	input_size: (3, 224, 224)
2025-09-11 04:16:26,850 -     timm.data.config: [    INFO] - 	interpolation: bicubic
2025-09-11 04:16:26,850 -     timm.data.config: [    INFO] - 	mean: (0.485, 0.456, 0.406)
2025-09-11 04:16:26,852 -     timm.data.config: [    INFO] - 	std: (0.229, 0.224, 0.225)
2025-09-11 04:16:26,852 -     timm.data.config: [    INFO] - 	crop_pct: 0.875
2025-09-11 04:20:53,253 -                train: [    INFO] - Training with a single process on 1 GPUs.
2025-09-11 04:20:55,336 -  timm.models.helpers: [    INFO] - Loaded  from checkpoint '/nfs4/wangyb/projects/OFAKD/teacher_checkpoint/swin_tiny_patch4_window7_224_cifar100.pth'
2025-09-11 04:20:55,779 -                train: [    INFO] - Model mobilenetv2_vcaV2 created, param count:4592484
2025-09-11 04:20:55,779 -     timm.data.config: [    INFO] - Data processing configuration for current model + dataset:
2025-09-11 04:20:55,781 -     timm.data.config: [    INFO] - 	input_size: (3, 224, 224)
2025-09-11 04:20:55,781 -     timm.data.config: [    INFO] - 	interpolation: bicubic
2025-09-11 04:20:55,782 -     timm.data.config: [    INFO] - 	mean: (0.485, 0.456, 0.406)
2025-09-11 04:20:55,782 -     timm.data.config: [    INFO] - 	std: (0.229, 0.224, 0.225)
2025-09-11 04:20:55,782 -     timm.data.config: [    INFO] - 	crop_pct: 0.875
2025-09-11 04:21:09,186 -                train: [    INFO] - 
-------------------------------
Learnable parameters
Student: 4.59M
Extra: 0.00M
-------------------------------
2025-09-11 04:21:09,329 -                train: [    INFO] - AMP not enabled. Training in float32.
2025-09-11 04:21:09,330 -                train: [    INFO] - Scheduled epochs: 240
2025-09-11 04:21:13,089 -                train: [    INFO] - Train: 0 [   0/195 (  0%)]  Loss: 99.30 (99.3)  Loss_cat: 42.19 (42.2)  Loss_feat: 50.11 (50.1)  Loss_gt: 4.616 (4.62)  Loss_kd: 2.378 (2.38) LR: 1.000e-04
2025-09-11 04:22:37,788 -                train: [    INFO] - Train: 0 [ 194/195 (100%)]  Loss: 82.63 (85.5)  Loss_cat: 27.86 (29.5)  Loss_feat: 48.09 (49.2)  Loss_gt: 4.573 (4.60)  Loss_kd: 2.113 (2.27) LR: 1.000e-04
2025-09-11 04:22:38,509 -                train: [    INFO] - Test: [   0/39]  Time: 0.697 (0.697)  Loss:  4.4941 (4.4941)  Acc@1:  2.7344 ( 2.7344)  Acc@5: 12.1094 (12.1094)
2025-09-11 04:22:41,830 -                train: [    INFO] - Test: [  39/39]  Time: 0.119 (0.100)  Loss:  4.4760 (4.5373)  Acc@1:  0.0000 ( 2.1600)  Acc@5: 18.7500 (10.2700)
2025-09-11 04:22:41,957 - timm.utils.checkpoint_saver: [    INFO] - Current checkpoints:
 ('./output/train/20250911-042109-mobilenetv2_vcaV2-224/checkpoint/checkpoint-0.pth.tar', 2.16)

2025-09-11 04:22:42,904 -                train: [    INFO] - Train: 1 [   0/195 (  0%)]  Loss: 82.54 (82.5)  Loss_cat: 27.81 (27.8)  Loss_feat: 48.03 (48.0)  Loss_gt: 4.590 (4.59)  Loss_kd: 2.111 (2.11) LR: 1.673e-02
